3.0 2.41228203961117 2.18398286278508
2.84 11.776691282437 11290527.2886171
2.68 18.3019261163461 331039080.741798
2.52 18.3203385529052 310065905.308921
2.36 19.9013578378302 612600874.972573
2.2 20.5421843227655 751990831.850898
2.04 20.8623546315597 1054619831.11558
1.88 20.9707153436448 1030762007.09625
1.72 21.0849247366667 1136142532.29916
1.56 21.2248224282333 1430954944.94968
1.4 21.3700826003862 1700926286.71355
1.24 21.5722292659758 1746119762.967
1.08 21.6506383463759 2092108516.80345
0.92 21.7320872536 1806404821.04843
0.76 22.0686514044794 2192076402.76772
0.6 22.3526493556741 3289441639.84625
0.44 22.4477782121448 2858464199.96926
0.28 22.5470935010195 4120929095.75817
0.12 22.9304543983861 5535375096.93315
-0.04 23.0390130488059 5470988347.28116
-0.2 23.1492592661346 6032838354.17307
-0.36 24.1587752338606 12165622366.8946
-0.52 24.1675603853754 8861813262.88629
-0.68 24.1978779484377 13258974340.8776
-0.84 24.2342793503587 16416739244.0605
-1.0 24.244694400373 15864649466.7509
-1.16 24.4342161346402 24422807000.0623
-1.32 24.4520077466202 32544458958.2614
-1.48 24.4608218843679 36049337423.2851
-1.64 24.4733443650276 52196551765.2505
-1.8 24.4768544273728 61731369513.1142
-1.96 24.4807376381446 80597282211.3842
-2.12 24.4826671043916 94676143007.9271
-2.28 24.4855251756145 123121251162.501
-2.44 24.4866377799901 137222561008.248
-2.6 24.4878331350555 229294594566.613
-2.76 24.4880452378021 298928719432.849
-2.92 24.4881418149717 278503475031.424
-3.08 24.4931495780606 347637447484.538
-3.24 24.4931699699711 346387520302.289
-3.4 24.4931843269109 288459626531.903
-3.56 24.493601872353 243483965735.633
-3.72 24.4937138240827 121441073609.185
-3.88 24.493794225545 84534967978.2609
-4.04 24.4938281837628 141608751538.837
-4.2 24.4938417370918 13344516868.2582
-4.36 24.4938875385655 36686669588.3394
-4.52 24.4938878417078 8005805701.13663
-4.68 24.4938898224657 5132346800.01361
-4.84 24.4938897325904 2248228231.19181
-5.0 24.4939190418522 32373519835.4571
